image_name,Captions,Question,Answer,Category,Captions_en,Question_en,Answer_en
bnature_1833.jpg,"রাস্তায় একটি রিক্সা, রিকশাচালক ও কিছু সরঞ্জাম দেখা যাচ্ছে।,
 একটি লোক রিক্সা ঠিক করছে।,
 রিকশাচালক তার রিকশার সামনের চাকা ঠিক করছে।",রিকশাচালক কোন অংশ ঠিক করছেন?,সামনের চাকা,Direction,"A rickshaw, a rickshaw driver and some equipment on the street, a man repairing a rickshaw, a rickshaw driver repairing his front wheel",Which part is the rickshaw driver fixing?,front wheel
chitron_5361.png,'একটি মন্দির ও তার পাশে ইট ভাটা দেখা যাচ্ছে।,ছবিতে কোন ধরনের কাঠামো দেখা যাচ্ছে?,মন্দির ও ইট ভাটা,Misc,There is a temple and a brickfield beside it,What kind of structure is shown in the picture?,Temple and brickfield
bornon_1414.jpg,"বাসার ভেতরে তোলা একটি কুকুরের ছবি দেখা যাচ্ছে যেটি চেয়ারের ওপর বসা ।,
 একটি বিদেশি জাতের কুকুর দেখা যাচ্ছে ।,
 চেয়ারের ওপর বসে থাকা একটি কালো কুকুর দেখা যাচ্ছে ।",ছবিতে কুকুরটি কোন জায়গায় বসে আছে?,চেয়ারের ওপর,Misc,"Inside the house, a dog sitting on a chair, an exotic dog, a black dog sitting on a chair",Where is the dog sitting in the picture?,on the chair
chitron_7335.png,'গালে হাত রেখে তাকিয়ে আছে একজন বাচ্চা ছেলে।,ছবিটিতে বাচ্চাটি কোন অঙ্গ দিয়ে তার গাল স্পর্শ করছে?,হাত,Misc,A kid looks at me with his hand on his cheek,What organs is the child touching his cheek in the picture?,hands
chitron_7332.png,'একটি নৌকা পাড়ে বাধা এবং একজন পুরুষ দাড়িয়ে আছেন হাঁটু পানিতে যার চারপাশে অনেকগুলো শাপলার বান্দেল।,ছবিতে দেখা যাচ্ছে কোন জলাভূমির ফুল পুরুষটির চারপাশে?,শাপলা,Misc,A boat is tied to the bank and a man is standing knee-deep in the water surrounded by many shapla bands,Which wetland flowers are shown around the man?,Shapla
bornon_413.jpg,"ছবিতে নিচের দ্বীপ দেখা যাচ্ছে দেখা যাচ্ছে ।,
 ছবিতে উপর থেকে মেঘ দেখা যাচ্ছে ।,
 ছবিতে নীল আকাশ ও মেঘ দেখা যাচ্ছে ।",ছবিতে কোন ধরনের আকাশ দেখা যাচ্ছে?,নীল আকাশ,Color,Image showing islands below. Image showing clouds from above. Image showing blue sky and clouds,What kind of sky is shown in the picture?,Blue Sky
bornon_270.jpg,"মেঘলা দিনে নৌকা শূন্য নদীর একটি অপূর্ব ছবি ।,
 মেঘলা দিনের একটি ছবি ।,
 মেঘলা দিনে নদীর একটি অপূর্ব ছবি ।",ছবিটি কোন ধরণের দিনে তোলা হয়েছে?,মেঘলা দিনে,Weather,"On a cloudy day, a beautiful picture of the boat zero river., a picture of the cloudy day., a beautiful picture of the river on a cloudy day",What kind of day was the photo taken?,On a cloudy day
bnature_340.jpg,"সরিষা ক্ষেতের মধ্য পতাকা নিয়ে দাঁড়িয়ে ছেলেটি দূরের গাছপালা দেখছে।,
 একটি ছেলে ফসলের জমির মধ্য দাঁড়িয়ে আছে।,
 একটি ছেলে সরিষা ক্ষেতের মধ্যে পতাকা উড়াচ্ছে।",ছেলেটি কোন ধরনের ক্ষেতে দাঁড়িয়ে আছে?,সরিষা ক্ষেতে,Plant,"Standing with the flag in a mustard field, the boy watches the trees in the distance",What kind of field is the boy standing in?,mustard field
chitron_7651.png,'একজন পুরুষ পতাকা বিক্রি করছেন।,পুরুষটি কোন দেশের পতাকা বিক্রি করছেন?,বাংলাদেশ,Place,A man selling flags,Which national flag is the man selling?,Bangladesh
chitron_2822.png,'গায়ে চাদর দিয়ে কতগুলো ঝুড়ির সামনে বসে আছে একজন মেয়ে বাচ্চা।,ছবিতে মেয়েটি কোন স্থানে বসে আছে?,বালির উপর,Misc,There is a girl sitting in front of some baskets with a sheet,Where is the girl sitting in the picture?,on sand
chitron_4611.png,'নদীর পাড়ে নৌকা থেমে আছে।,ছবিটি কোন ধরণের ভূমি বা জলাভূমিকে দেখাচ্ছে?,নদীর পাড়,Place,The boat is stopped at the bank of the river,What kind of land or wetland is this picture showing?,riverbank
chitron_7791.png,'একজন একটি নৌকা চালিয়ে যাচ্ছেন এবং একজন বসে আছে।,ছবিতে নৌকাটি কোন সময়ে চলছে?,সূর্যাস্তের সময়,Time,One is driving a boat and one is sitting,What time is the boat riding in the picture?,sunset
chitron_7892.png,'নদীর পাড় থেকে সিঁড়ি দিয়ে উপরে উঠছেন ২ জন বোরকা পরা মহিলা এবং নদীতে অনেকগুলো নৌকা।,ছবিতে দেখা মহিলারা কোন পথ দিয়ে চলছেন?,সিঁড়ি দিয়ে,Misc,Two women wearing burqas are going up the stairs from the bank of the river and there are many boats in the river,Which road are the women in the picture walking?,stairs
bornon_3139.jpg,"বাঁশের সাঁকোর নিচ দিয়ে কি নৌকা যাচ্ছে ।,
 একটি পাকা ব্রিজ রয়েছে ।,
 পানিতে একটি নৌকা রয়েছে ।",ছবিতে নৌকাটি কোন ধরনের সাঁকোর নিচ দিয়ে যাচ্ছে?,বাঁশের সাঁকোর,Plant,What boats are going under the bamboo bridge. There's a paved bridge. There's a boat in the water,"In the picture, what kind of bridge is the boat passing under?",bamboo bridge
bornon_460.jpg,"হলুদ রঙের জানালা দিয়ে গাছপালা দেখা যাচ্ছে ।,
 একটি জানালার ছবি দেখা যাচ্ছে ।,
 হলুদ রঙের জানালা দেখা যাচ্ছে ।",কোন বস্তুটি জানালার মাঝে দেখা যাচ্ছে?,বেলুন,Misc,"Yellow windows showing trees, pictures of a window, yellow windows showing",What's in the middle of the window?,balloon
bornon_3242.jpg,"বাটিতে লাল রঙের স্ট্রবেরি রাখা আছে ।,
 কিছু ফল দেখা যাচ্ছে ।,
 বাটির মধ্যে অনেক ফল রাখা আছে ।",বাটিতে মূলত কোন ফলগুলি রাখা আছে?,"স্ট্রবেরি, ব্ল্যাকবেরি",Misc,There's a bowl of red strawberries. There's some fruit. There's a lot of fruit in the bowl,What fruits are primarily in the bowl?,"strawberry, blackberry"
chitron_3735.png,'১ জন বাচ্চা ছেলে একটি চেয়ার এর উপরে হেলান দিয়ে তাকিয়ে আছে।,বাচ্চা ছেলেটি কোন জিনিসের উপর হেলান দিয়ে আছে?,চেয়ার,Misc,1 kid leaning on a chair,What's the little boy leaning on?,Chair
chitron_4347.png,একজন পুরুষ মাথার উপর ও হাতে অনেকগুলো ফুল নিয়ে আছে।,ছবিতে ব্যক্তিটি তার মাথার উপর কোন ধরণের ফুল পরে আছেন?,লাল গোলাপ,Color,A man with flowers on his head and hands,What kind of flower is the man wearing over his head?,red rose
chitron_6666.png,'কিছু মানুষ রাতের বেলা একটি বিল্ডিং এর কাজ করছেন।,ছবিতে দেখা মানুষগুলো কোন সময়ে কাজ করছে?,রাতের বেলা,Misc,Some people are working on a building at night,When are the people in the picture working?,at night
bornon_2489.jpg,"একটা প্লাস্টিকের কাটা চামচ খাবারের উপর রাখা আছে ।,
 কিছু খাবার দেখা যাচ্ছে ।,
 মাংসের পাশে ক্যাপসিকাম রাখা আছে ।",খাবারের উপর কোন ধরনের চামচ রাখা আছে?,প্লাস্টিকের কাটা,Misc,"There's a plastic spoon on the dish, there's some food, there's capsicum next to meat",What kind of spoon is on the food?,plastic cut
bnature_358.jpg,"শ্রমিকরা মাথায় করে পাথর ন্যে যাচ্ছে রেল লাইনের জন্য।,
 শ্রমিকেরা রেল পথের কাজ করছে।,
 আকাশে ঘন কালো মেঘ করেছে কিন্তু শ্রমিকরা কাজ করছেই।",ছবিতে শ্রমিকরা কোন কাজ করছে?,রেল লাইনের কাজ,Activity,"Workers carry stones on their heads for the railway line, workers working on the railway line, dark clouds in the sky but workers working",What are the workers doing in the picture?,Railway work
chitron_4553.png,'একটি লোক নদী দিয়ে নৌকা নিয়ে যাচ্ছে।,ছবিটিতে লোকটি কোন পরিবহন ব্যবহার করছে?,নৌকা,Vehicle,A man is taking a boat through the river,What transport is the man using in the picture?,boat
chitron_3153.png,'ধানের জমির  পাশের রাস্তা দিয়ে হেটে  যাচ্ছে একজন শাড়ি পরা মহিলা যার কাখে একটি ঝুড়ি।,ছবির মহিলাটি কোন ফসলের জমির পাশ দিয়ে হাঁটছেন?,ধানের জমি,Plant,A sari-wearing woman walking along the road next to the rice field with a basket on her shoulder,Which field is the woman walking by?,rice field
chitron_695.png,লাল জামা পরিহিত অনেকগুলো মানুষ একসাথে একটি নৌকা চালাচ্ছে।,ছবিতে দেখানো নৌকাটি কোন ধরণের নৌকা?,ড্রাগন বোট,Emotion,Many people in red dress are riding a boat together,What kind of boat is shown in the picture?,Dragon Boat
bornon_2410.jpg,"প্লেটে দোকানের লোগোর ছাপ দেয়া ।,
 প্লেটে খবার পরিবেশন করা ।,
 টেবিল ক্লথের উপর প্লেটটি রাখা ।",প্লেটের উপর কোন ধরনের খাবার পরিবেশন করা হয়েছে?,ভাত ও সসেজ,Misc,"Plates marked with the shop logo, serving food on plates, plates on table cloth",What kind of food is served on the plate?,Rice and sausage
bornon_1987.jpg,"অনেক ছাত্র গোল করে বসে আছে ।,
 অনেক মানুষ আছে ।,
 অনেক মানুষ বসে আছে ।",ছবিতে ছাত্ররা কোন আকারে বসে আছে?,গোল করে,Misc,"Many students are sitting around, many people are sitting",What shape are the students sitting in the picture?,roundly
chitron_7259.png,'একটি পুরনো বাড়ি যার জানালা দিয়ে একজন মহিলাকে দেখা যায়।,ছবিতে মহিলাটি কোন বাড়ির জানালায় দাঁড়িয়ে রয়েছেন?,পুরনো বাড়ি,Misc,An old house where a woman can be seen through the window,Which house is the woman standing in the picture?,old house
chitron_8281.png,'একটা বাচ্চা ছেলে গলা পর্যন্ত পানিতে নেমে তাকিয়ে আছে।,ছেলেটি কোন উচ্চতায় পানিতে নেমে আছে?,গলা পর্যন্ত,Misc,A little boy is lying down in the water to his throat,What height is the boy down in the water?,up to the throat
chitron_7805.png,'জমির কাঁদার উপর দিয়ে হেটে আসছেন কিছু মহিষ এবং পিছনে একজন পুরুষ আসছেন।,ছবিটিতে পিছনে আসা পুরুষটি কোন ধরণের মাটির উপর হাঁটছেন?,কাঁদা,Misc,There are buffaloes walking on the mud on the ground and a man is coming behind,"In the picture, what kind of soil is the man walking on?",cry
chitron_8141.png,'দুইজন ছোট মেয়ে একসাথে দড়িলাফ খেলছে আর একজন লোক রাস্তা দিয়ে হেঁটে যাচ্ছে।,ছবিতে ছোট মেয়েরা কোন খেলা খেলছে?,দড়িলাফ,Misc,"Two young girls are playing rope-laughs together, and a man is walking on the street",What game are the young girls playing in the picture?,ropes
bornon_281.jpg,"মেঘলা আকাশের নিচে কাশফুলে ঢাকা বিশাল একটি মাঠ দেখা যাচ্ছে ।,
 কাশফুলে ঢাকা একটি মাঠ দেখা যাচ্ছে ।,
 কাশফুলে ঢাকা অপরূপ একটি মাঠ দেখা যাচ্ছে ।",ছবিতে কোন ধরনের ফুল দেখা যাচ্ছে?,কাশফুল,Plant,"Beneath the cloudy sky, a huge field covered with flowers, a field covered with flowers, a beautiful field covered with flowers",What kind of flowers are shown in the picture?,Kashful
bornon_956.jpg,"আকাশের দিকে তাকিয়ে থাকা একটি ছেলে ।,
 আকাশের পানে চেয়ে থাকা ।,
 একটি ছেলে আকাশের দিকে চেয়ে আছে ।",ছবিতে দেখানো ব্যক্তি কোন দিকে তাকিয়ে আছে?,আকাশের দিকে,Misc,A boy looking at the sky,Where is the man in the picture looking?,skyward
bornon_2672.jpg,"একটি বাটিতে মাংসের টুকরা আছে ।,
 কয়েকটি বাটি আছে ।,
 একটি বাটিতে সবজি আছে ।",ছবিতে কোন ধরণের মাংস দেখা যাচ্ছে?,মুরগির মাংস,Food,There's a bowl of meat. There's a few bowls. There's a bowl of vegetables,What kind of meat is in the picture?,chicken
chitron_4629.png,'বড় একটি ধানের ক্ষেত হলুদ আর হলুদ।,ছবিটিতে দেখা যাচ্ছে কোন ধরনের ক্ষেত?,ধানের ক্ষেত,Plant,A big rice field is yellow and yellow,What kind of fields are shown in this picture?,paddy field
chitron_5122.png,এটি একটি ধান ক্ষেত।,"চিত্রের ভিত্তিতে, এটি কোন ধরনের ক্ষেত?",ধান ক্ষেত,Plant,This is a rice field,"Based on the picture, what kind of field is this?",paddy field
chitron_5495.png,'ব্রীজ তৈরী করা হচ্ছে।,ছবিটি কোন ধরনের নির্মাণকাজ দেখাচ্ছে?,ব্রীজ নির্মাণ,Human,Creating bridge,What kind of construction does this picture show?,bridge construction
chitron_4999.png,'একজন বয়স্ক লোকের সাথে একজন লোক কথা বলছে।,ছবিতে দেখা বয়স্ক লোক কি টেবিলের ওপর কোনো জিনিস রেখেছেন?,টাইপরাইটার,Misc,A man is talking to an elderly man,Did the elderly man in the picture put something on the table?,typewriter
bnature_114.jpg,"নদীর অনেক শাপলা ফুল ও একটা মেয়ে নৌকা নিয়ে শাপলা ফুল তুলছে।,
 একটা মেয়ে শাপলা ফুল তুলছে।,
 নৌকা নিয়ে একটা মেয়ে শাপলা ফুল তুলছে।",ছবিতে মেয়েটি কোন ফুল তুলছে?,শাপলা ফুল,Plant,"Many waterflowers and a girl with a boat., a girl with a boat., a girl with a boat",What flower is she picking up in the picture?,Shapla
chitron_1008.png,'একজন মহিলা একটি গরু নিয়ে যাচ্ছে।,ছবিতে মহিলাটি কোন প্রাণী নিয়ে যাচ্ছে?,গরু,Animal,A woman carrying a cow,What animal is the woman carrying in the picture?,cow
chitron_4763.png,'বাশের সাকুতে একজন মহিলা যাচ্ছে ও নিচে পানি।,ছবিতে মহিলাটি কোন ধরনের সেতু দিয়ে যাচ্ছেন?,বাঁশের সেতু,Plant,A woman is going to the Saku of Bash and there is water,What kind of bridge is the woman on the picture?,bamboo bridge
chitron_3034.png,'বনের রাস্তা দিয়ে একটি বাঘ যাচ্ছে এবং পিছনে একটি গাড়ি যাচ্ছে।,ছবিতে বাঘটি কোন রাস্তা দিয়ে যাচ্ছে?,বনের রাস্তা,Misc,A tiger is going through the forest road and a car is going behind,Which road is the tiger going?,roads
bornon_1907.jpg,"একটি চারাগাছে একটি ফুল ফুটেছে ।,
 একটি ফুল আছে ।,
 একটি সাদা ফুল আছে ।",চারাগাছে কোন ধরনের ফুল ফুটেছে?,সাদা ফুল,Color,A plant has a flower. There is a flower. There is a white flower,What kind of flowers are blooming in the plant?,white flower
bnature_625.jpg,"একটি বাংলার গ্রামের চিত্র রংতুলির মাধ্যমে তুলে ধরার চেষ্টা।,
 রংতুলি দিয়ে একটি গ্রামের চিত্র অঙ্কন।,
 গ্রামের শুরুতে কয়েকটা বাড়ী সাথে গাছপালা ও মানুষ।",ছবিতে কোন ধরনের পরিবেশ দেখানো হয়েছে?,গ্রামের পরিবেশ,Place,"An attempt to illustrate a Bengali village with paintbrush, illustration of a village with paintbrush, starting with a few houses with trees and people",What kind of environment is shown in the picture?,Village Environment
chitron_6965.png,'চা বাগান দিয়ে মাথায় বুজা নিয়ে হেটে আসছেন কিছু মহিলা চা কর্মী।,চিত্রে দেখা মহিলাগণ কোন জায়গায় কাজ করছেন?,চা বাগান,Activity,Some female tea workers walking through the tea garden with head covered,Where are the women in the picture working?,tea gardens
bnature_562.jpg,"সবুজে ঘেরা চা বাগানে মান্যশজন কাজ করতেছে।,
 পাহাড়ের ঢালুতে চা বাগান।,
 একদল মানুষ চা বাগানে কাজ করছে।",ছবিতে দেখা যাচ্ছে কোন ধরণের বাগান?,চা বাগান,Activity,"Many people working in the green tea garden, on the slopes of the hills, a group of people working in the tea garden",What kind of garden is shown in the picture?,tea gardens
bnature_460.jpg,"পাহারের পাদদেশে ঝর্নার ও তার পাশে একটি বাড়ি।,
 ঝর্নার পাশে একটি বাড়ি।,
 ঝর্নার পাশে মানুষের বাড়ি।",ছবিতে দেখা ঝর্নাটি কোন জায়গায় অবস্থিত?,পাহাড়ের পাদদেশে,Place,A house at the foot of the mountain and next to the fountain. A house next to the fountain. A house next to the fountain,Where is the fountain shown in the picture?,foothills
chitron_4021.png,'অনেক লোক মিলে একসাথে ট্রেনের ছাদে বসে শুয়ে যাচ্ছে ও চার পাশে অনেকগুলো গাছপালা।,মানুষেরা কোন যানবাহনের উপরে বসে আছে?,ট্রেনের ছাদে,Vehicle,Many people are sitting on the roof of the train together and there are many trees on all sides,What kind of vehicles are people sitting on?,on the roof of a train
bornon_2889.jpg,"সূর্যাস্ত এর সময় একটি লোক সাগর পাড়ে দাঁড়িয়ে আছে ।,
 আকাশে পাখি উড়ছে ।,
 সূর্যাস্ত এর সময় একটি লোক দাঁড়িয়ে আছে ।",ছবিতে লোকটি কোন সময়ে দাঁড়িয়ে আছে?,সূর্যাস্তের সময়,Time,"A man standing on the shore at sunset, birds flying in the sky, a man standing at sunset",What time is the man standing in the picture?,sunset
bornon_158.jpg,"রোদৌজ্জ্বল এক দুপুরের ক্লান্ত কোন পথিক ।,
 ক্লান্ত পথিকের একাকী পথচলা ।,
 রোদৌজ্জ্বল দুপুরের ক্লান্ত পথিক ।",ছবি অনুযায়ী দিনের কোন সময়ে এই পথিক পথ চলছেন?,দুপুরের,Misc,"A tired traveler of a sunny afternoon, a tired traveler's lone walk, a tired traveler of a sunny afternoon",Which time is the day when the traveler is on the road according to the picture?,noon
bornon_1504.jpg,"গাছের কিছু কিছু পাতার শিরাজালিকা স্পষ্টভাবে দেখা যাচ্ছে ।,
 গাছের পাতা দেখা যাচ্ছে ।,
 গাছের পাতা ও কিছু ডালপালা দেখা যাচ্ছে ।",ছবিতে পাতার কোন বিশেষ বৈশিষ্ট্য স্পষ্টভাবে দেখা যাচ্ছে?,শিরাজালিকা,Object,"Some of the leaves are visible, some of the leaves are visible, some of the leaves and some of the branches are visible",What particular feature of the page is clearly seen in the picture?,bracelet
bornon_76.jpg,"মেঘের বুক চিরে বেরিয়ে আসা তীক্ষ্ণ সূর্য রশ্মি নদীর বুকে ছড়িয়ে পরছে ।,
 মেঘের আঁচল পার করে আসা আলোক রশ্মি ।,
 মেঘাচ্ছন্ন আকাশের থেকে উঁকি দেয়া আলোর ঝলক ।",ছবিতে আলোক রশ্মি কোন প্রাকৃতিক উপাদানের উপর পড়ছে?,নদীর বুকে,Place,"The sharp sun rays that cut through the clouds spread across the river, the rays that cross the clouds, the flashes of light from the clouds",Which natural material are the lights falling on in the picture?,on the riverbed
bnature_2145.jpg,"অনেকগুলো ছেলেমেয়ে একসাথে বসে দাঁড়িয়ে একটি মঞ্চে ছবি তুলছেন।,
 সবাই মিলে পালন করছে।,
 একসাথে অনেকগুলো মানুষ আছে।",ছবিটি কোন ধরনের অনুষ্ঠানের চিত্র হিসেবে বর্ণনা করা হয়েছে?,পালন,Misc,"Several children sitting together and taking photos on a stage, celebrating together, many people together",What kind of event is the picture described?,observances
chitron_9066.png,চাঁদের আলোয় একজন লোক মাঠের পথ ধরে হেঁটে যাচ্ছে।,ছবিতে লোকটি কোন পরিবেশে হাঁটছে?,মাঠের পথে,Human,"In the moonlight, a man was walking along the field",What environment is the man walking in the picture?,on the field
chitron_7265.png,'একজন পুরুষ একটি সাইন বোর্ড ধরে দাড়িয়ে তাকিয়ে আছে।,ছবিতে পুরুষটি কোন সাইন বোর্ড ধরে আছে?,দ্য হ্যাঙ্গিং গার্ডেন,Misc,A man holding a signboard and looking,What signboard is the man holding in the picture?,The Hanging Garden
bornon_4051.jpg,"প্লেটের মধ্যে অনেক রকমের খাবার আছে ।,
 টেবিলের উপর চারকোনা একটি রয়েছে ।,
 প্লেটের মধ্যে একটি বার্গার রয়েছে ।",প্লেটের উপর কোন ধরনের মাংস রয়েছে?,স্টেক,Misc,"There are many kinds of food in plates., there is a square on the table., there is a burger in the plate",What kind of meat is on the plate?,steak
bornon_1867.jpg,"একজন মানুষ কুয়াশার মাঝে ঘাসের উপর তৈরি একটি বেঞ্চ এ বসে আছে ।,
 একজন মানুষ বেঞ্চ এ বসে আছে ।,
 একজন মানুষ কুয়াশার মাঝে বেঞ্চ এ বসে আছে ।",ছবিতে মানুষটি কোন পরিবেশে বসে আছে?,কুয়াশার মাঝে,Weather,"A man sitting on a bench made of grass in the mist., a man sitting on a bench., a man sitting on a bench in the mist",What environment is the man sitting in the picture?,In the mist
bornon_2873.jpg,"অনেকগুলো গোলাপ ফুলের মালা আছে ।,
 ফুলের মালা আছে ।,
 অনেকগুলো ফুলের মালা আছে ।",ছবিতে কোন ধরনের ফুলের মালা দেখা যাচ্ছে?,গোলাপ ও বেলি,Plant,"There are lots of roses, lots of roses, lots of roses",What kind of flower garland is shown in the picture?,Rose and Belly
bornon_1583.jpg,"সারি সারি লম্বা লম্বা গাছ দেখা যাচ্ছে ।,
 পানি দেখা যাচ্ছে ।,
 অনেক সুপারি গাছ দেখা যাচ্ছে ।",ছবিতে কোন ধরনের গাছ দৃশ্যমান?,সুপারি গাছ,Plant,"Long trees, water, many betel nut trees",What kind of trees are visible in the picture?,betel nut
chitron_3556.png,'একজন বুড়ো পুরুষ হাতে ব্যাট নিয়ে ব্যাট করছে এবং সামনে একটি বল।,ছবিতে দৃশ্যমান পুরুষ কোন খেলা খেলছেন?,ক্রিকেট,Misc,There is an old man batting with a bat in his hand and a ball in front of him,What game is the man in the picture playing?,cricket
chitron_5222.png,'ব্রীজের নিচ দিয়ে দুইটি লঞ্চ যাচ্ছে।,ছবিতে লঞ্চ দুটি কোন নদীতে আছে?,পদ্মা,Human,Two launches are going under the bridge,Which river are the two launches in the picture?,Padma
bornon_1113.jpg,"কিছু মানুষ একটি রাস্তায়ে পরে থাকা গাছ ধরে আছে এবং তাদের উপর একটি সেতি আছে ।,
 কিছু মানুষ দেখা যাচ্ছে ।,
 কিছু মানুষ গাছ ধরে আছে ।",চিত্রে কোন পেশার মানুষদের দেখা যাচ্ছে?,দমকল কর্মী,Misc,"Some people holding a tree on a street and holding a stick on them, some people seen, some people holding a tree",What professionals are shown in the picture?,fireman
bornon_1391.jpg,"একটি কালো কুকুর চাদর গায়ে সোফায় শুয়ে আছে ।,
 একটি কুকুর রয়েছে ।,
 একটি কুকুর তাকিয়ে আছে ।",কুকুরটি কোন জিনিসের উপর শুয়ে আছে?,সোফা,Misc,"A black dog lying on a couch with a sheet, a dog, a dog looking",What's the dog lying on?,sofa
bnature_505.jpg,"একজন লোক একটি ডিঙ্গি নৌকায় নদীতে মাছ শিকার করছে।,
 নদীতে একটি ডিঙ্গি নৌকা।,
 একটি ছোট্ট ডিঙ্গি নৌকা নদীতে ভেসে বেরাচ্ছে।",নদীতে কোন ধরনের নৌকা ভেসে বেড়াচ্ছে?,ডিঙ্গি নৌকা,Vehicle,A man fishing in a boat. A boat in the river,What kind of boat is floating in the river?,boat
bornon_1503.jpg,"বাছুরের পিঠের ওপর পাখি দেখা যাচ্ছে ।,
 একটি বাছুর দেখা যাচ্ছে ।,
 মাঠের পেছনে কিছু অংশ জুড়ে বেড়া আছে ।",ছবিতে কোন প্রাণীর পিঠে পাখি বসে আছে?,বাছুর,Misc,Birds on the back of the calf. A calf. A fence over the back of the field,"In the picture, which animals are birds sitting on the back?",calves
chitron_3392.png,'কয়েকজন মহিলা কাঁথা সেলায় করছে বসে এবং একজন মহিলা সামনে সূতা ধরে আছে।,ছবির মহিলারা কোন কাজ করছে?,কাঁথা সেলাই,Misc,Some women sitting on quilt and a woman holding thread in front,What are the women in the picture doing?,quilt sewing
bornon_2655.jpg,"খাবারের উপরে কাঠির উপরে ""ঢাকা"" লেখা আছে ।,
 একটি বাটি আছে ।,
 বাটিতে খাবার আছে ।",খাবারের উপরে কোন শহরের নাম লেখা আছে?,ঢাকা,Misc,"On the top of the dish is a stick with the word ""covered"". There is a bowl. There is food in the bowl",Which city's name on the food?,Dhaka
bnature_616.jpg,"সমুদ্রের ঝকঝকে পরিস্কার পানি সাথে সাদা চরের দ্বীপ।,
 নীল সমুদ্র সাথে সাদা চর।,
 চরের সাথে প্রবাল প্রাচীরের সঞ্জোগ।",ছবিটিতে দেখা যাচ্ছে কোন ধরনের পানি?,ঝকঝকে পরিস্কার,Misc,"The clean waters of the sea with white islands, the blue sea with white islands, the islands with coral reefs",What kind of water is shown in this picture?,cleanest
bornon_2784.jpg,"একটি খেলনা প্লাস্টিক দিয়ে মোড়ানো ।,
 একটি খেলনা আছে ।,
 একটি পানির বোতল আছে ।",ছবিতে প্লাস্টিক দিয়ে ঢাকা কোন জিনিসটি দেখা যাচ্ছে?,খেলনা বাইক,Misc,"A toy wrapped in plastic, a toy, a water bottle",What is in the picture covered with plastic?,toy bike
chitron_2048.png,পেছনের ব্যাকগ্রাউন্ডে মিনা কার্টুনের ছবি আর তার সামনে চারটা বাচ্চা মেয়ে লাল-সবুজ শাড়ি পড়ে নাচছে।,পেছনের ব্যাকগ্রাউন্ডে কোন কার্টুন চরিত্রের ছবি আছে?,মিনা কার্টুন,Misc,"In the background, Meena cartoon images and in front of her four young girls danced in red-green sari",Any cartoon characters on the background?,Mina Cartoon
bornon_2024.jpg,"নির্মাণাধীন দালানের ছাদে কিছু কাঠের তক্তা আছে ।,
 আকাশের নিচে কিছু দালান আছে ।,
 আকাশের নিচে অনেকগুলো গাছপালা আছে ।",ছবিতে কোন পর্যায়ের দালান চিত্রিত হয়েছে?,নির্মাণাধীন,Human,"There are some wooden planks on the roof of the building, some buildings under the sky, some trees under the sky",What level of building is depicted in the picture?,Under construction
chitron_6089.png,'নৌকা থেকে পানিতে জাল ছুড়ে ফেলছেন ১ জন পুরুষ।,ছবির ব্যক্তি কোন কাজ করছেন?,জাল ছুঁড়ছেন,Object,A man throws nets from the boat into the water,What is the person in the picture doing?,throwing nets
bornon_762.jpg,"একটি ছাদে কয়েকজন মানুষ বারবিকিউ করছে ।,
 একটি বাড়ির ছাদ দৃশ্যমান ।,
 একটি ছাদে কয়েকজন মানুষ কাজ করছে ।",ছবিতে কোন স্থানে মানুষজন কী করছে?,ছাদে বারবিকিউ,Misc,"Some people barbecuing on a roof, a roof of a house visible, some people working on a roof",What are people doing in the picture?,roof barbecue
bornon_3136.jpg,"পুকুরে বেগুনি বর্ণের শাপলা ফুল রয়েছে ।,
 পুকুরে কিছু ফুল রয়েছে ।,
 পুকুরে শাপলা ফুল রয়েছে ।",পুকুরে কোন রঙের শাপলা ফুল দেখা যাচ্ছে?,বেগুনি,Color,"In the pond, there are purple flowers. In the pond, there are some flowers. In the pond, there are some flowers",What colour of Shapla is seen in the pond?,purple
bornon_3327.jpg,"পাখিটির চোখ কমলা ও কালো রঙের ।,
 পাখিটি কালো রঙের ।,
 পাখিটির ঠোট কমলা রঙের ।",পাখিটির চোখের রঙ কি?,কমলা ও কালো,Color,The bird has orange eyes and black colours; the bird has black colours; the bird has orange lips,What is the color of the bird's eyes?,orange and black
chitron_3177.png,'একজন লাল শার্ট কালো প্যান্ট টুপি পরা ছেলে হাতে একটি কাগজ নিয়ে দাড়িয়ে আছে একটি রাস্তার পাশে।,ছেলেটির পরনে কী রঙের শার্ট রয়েছে?,লাল শার্ট,Color,"A boy wearing a red shirt, black pant hat, standing by a roadside with a paper",What color is the boy wearing?,red shirt
